iteration,L_upper,delta_L_delay_um,L_lower,Delta_L,objective,grad_L_upper,grad_delta_L_delay_um,ch3_transmission,ch3_crosstalk,ch3_insertion_loss_db,ch3_flatness_var,ch4_transmission,ch4_crosstalk,ch4_insertion_loss_db,ch4_flatness_var
0,16.0,7.5,23.5,7.5,2.3364768028259277,62.508846282958984,-59.28981399536133,0.731441080570221,0.11329187452793121,1.4293146133422852,0.01563355326652527,0.7654622197151184,0.1062999814748764,1.1827853918075562,0.005853878799825907
1,15.950000000007998,7.549999999991567,23.549999999991567,7.599999999983568,0.9673722386360168,-14.037431716918945,12.766532897949219,0.8030511140823364,0.06650342047214508,0.9675604104995728,0.0043908762745559216,0.8418239951133728,0.006291644182056189,0.7620744109153748,0.004665904678404331
2,15.9254682698783,7.574915745616484,23.574915745616483,7.649447475738183,3.795182228088379,-144.8147735595703,140.91732788085938,0.60985267162323,0.2718210816383362,2.2672839164733887,0.019340110942721367,0.8438774943351746,0.007659645285457373,0.7589320540428162,0.006903185974806547
3,15.947017129395316,7.553180123842168,23.553180123842168,7.606162994446851,1.0657857656478882,-19.45337677001953,18.156421661376953,0.7903035879135132,0.0816795751452446,1.0403456687927246,0.005205868277698755,0.8423975706100464,0.005380440969020128,0.7598020434379578,0.00485864607617259
4,15.968081960019283,7.532082015930031,23.53208201593003,7.564000055910746,0.8336015343666077,2.2095072269439697,-5.266047477722168,0.8268591165542603,0.027154212817549706,0.8342181444168091,0.0026539324317127466,0.8366113901138306,0.01827821508049965,0.7903264164924622,0.00488596735522151
5,15.985506713764613,7.51518992725815,23.51518992725815,7.529683213493536,1.2209399938583374,19.613094329833984,-22.59266471862793,0.7965193390846252,0.04831070452928543,1.0109941959381104,0.0064432197250425816,0.8146265745162964,0.05047142878174782,0.911436915397644,0.006259793881326914
6,15.997221878186128,7.504566292845899,23.5045662928459,7.507344414659773,1.944053292274475,47.51078414916992,-46.619144439697266,0.7518148422241211,0.09249299764633179,1.2928866147994995,0.01276797242462635,0.7806164026260376,0.08974628895521164,1.0981322526931763,0.006218507885932922
7,15.99984165951247,7.502931894794573,23.50293189479457,7.503090235282102,2.1611969470977783,55.810142517089844,-54.004207611083984,0.7402917146682739,0.10435497015714645,1.3690024614334106,0.014311547391116619,0.7719860076904297,0.09908730536699295,1.1466896533966064,0.006159641779959202
8,15.99418502970327,7.509376340904309,23.50937634090431,7.51519131120104,1.6209648847579956,35.175682067871094,-36.35765838623047,0.7703734040260315,0.07398266345262527,1.172504186630249,0.010022065602242947,0.7944231033325195,0.07400429248809814,1.0220491886138916,0.006437868811190128
9,15.984476431266256,7.520047097621165,23.520047097621166,7.535570666354911,1.1023770570755005,15.24032211303711,-18.899925231933594,0.8053385615348816,0.04130106419324875,0.9573612809181213,0.0049998401664197445,0.819865345954895,0.04265132546424866,0.8827137351036072,0.006050789263099432
10,15.97379464465834,7.532116163159209,23.53211616315921,7.558321518500868,0.8517138957977295,4.221888542175293,-7.178783893585205,0.8264349699020386,0.027383219450712204,0.8364949822425842,0.002663135528564453,0.8335151076316833,0.021672416478395462,0.806731104850769,0.004956639371812344
11,15.963659570494132,7.543906153362197,23.543906153362197,7.580246582868066,0.8164909482002258,-3.2268967628479004,2.0954091548919678,0.8276649713516235,0.03587905317544937,0.8309209942817688,0.00289709004573524,0.8386529088020325,0.011128147132694721,0.7780452370643616,0.0045015704818069935
12,15.954979446395935,7.5542196171874805,23.55421961718748,7.599240170791546,0.9532379508018494,-13.100553512573242,12.52254581451416,0.8063756823539734,0.06513766944408417,0.9489567875862122,0.004254620987921953,0.8413804173469543,0.006426933221518993,0.7654774785041809,0.004961146507412195
